time,chicago_hub_lmp_dam,coal_gen_rt,gas_gen_rt,oil_gen_rt,system_demand_7da
8/10/22 20:00,111,25600,59100,386,120000
8/10/22 21:00,98.3,25500,56800,223,115000
8/10/22 22:00,87,26100,54300,224,108000
8/10/22 23:00,74.4,25700,50300,227,99900
8/11/22 0:00,65.9,24200,47200,235,93500
8/11/22 1:00,61.6,22200,45300,263,88600
8/11/22 2:00,54.7,20300,42900,264,85000
8/11/22 3:00,51.4,19600,41300,265,82900
8/11/22 4:00,49.6,18600,40200,269,82700
8/11/22 5:00,59,17900,40100,299,85000
8/11/22 6:00,68.1,18600,42100,325,89200
8/11/22 7:00,71.8,19700,44400,344,94200
8/11/22 8:00,73.2,19900,46200,300,99000
8/11/22 9:00,84.1,20300,47700,277,104000
8/11/22 10:00,92.5,21100,48400,275,108000
8/11/22 11:00,97.7,21600,50500,337,112000
8/11/22 12:00,102,22300,53300,359,116000
8/11/22 13:00,105,22100,55900,300,119000
8/11/22 14:00,115,22800,57500,393,122000
8/11/22 15:00,122,23400,59200,300,123000
8/11/22 16:00,135,23700,59800,317,125000
8/11/22 17:00,124,24200,60800,327,126000
8/11/22 18:00,108,24600,61300,303,123000
8/11/22 19:00,99.4,24800,60200,295,121000
8/11/22 20:00,78.8,25100,57000,292,117000
8/11/22 21:00,70.6,25000,54100,316,111000
8/11/22 22:00,60.1,24800,51100,313,104000
8/11/22 23:00,59.3,23300,47500,310,96000
8/12/22 0:00,62.5,21400,44400,296,87900
8/12/22 1:00,54.6,19900,39700,174,83200
8/12/22 2:00,49,18100,37700,173,80000
8/12/22 3:00,46.3,17500,35900,175,77900
8/12/22 4:00,45.7,17100,33900,175,77800
8/12/22 5:00,49.9,16900,34700,174,79600
8/12/22 6:00,60.1,17000,36500,183,83200
8/12/22 7:00,68.6,17500,38600,214,87700
8/12/22 8:00,69.7,18400,40700,224,92000
8/12/22 9:00,71.3,19000,41400,224,96200
8/12/22 10:00,75.5,19200,43600,224,99800
8/12/22 11:00,83.9,19400,45500,260,104000
8/12/22 12:00,90.3,20400,47600,303,107000
8/12/22 13:00,97.4,21200,49200,329,109000
8/12/22 14:00,104,20800,50300,222,112000
8/12/22 15:00,107,20800,51100,220,114000
8/12/22 16:00,112,21000,52300,217,115000
8/12/22 17:00,119,21700,52600,219,115000
8/12/22 18:00,104,22200,53000,218,113000
8/12/22 19:00,93,22700,52100,220,109000
8/12/22 20:00,88.6,23100,50400,218,104000
8/12/22 21:00,81.2,22400,48100,221,100000
8/12/22 22:00,69.1,22000,46200,222,93200
8/12/22 23:00,63.3,20600,41200,222,86100
8/13/22 0:00,54.8,19700,37800,222,81200
8/13/22 1:00,51.3,19300,32100,372,75000
8/13/22 2:00,49.3,18300,29100,226,71600
8/13/22 3:00,48.3,17500,28500,228,69500
8/13/22 4:00,46.4,17100,26800,228,68600
8/13/22 5:00,45.4,17100,25400,227,68900
8/13/22 6:00,46.1,17100,25000,224,69500
8/13/22 7:00,47,17100,26300,224,71800
8/13/22 8:00,50.2,17400,25700,227,75600
8/13/22 9:00,55.1,18100,26000,227,80100
8/13/22 10:00,59.4,18800,27100,228,84300
8/13/22 11:00,66.6,18900,30200,225,88200
8/13/22 12:00,68.7,19300,32900,223,90900
8/13/22 13:00,71.5,19300,35200,222,93400
8/13/22 14:00,72.7,19800,37700,219,96600
8/13/22 15:00,79.7,20100,37900,219,98600
8/13/22 16:00,85.7,20500,38900,216,101000
8/13/22 17:00,91.9,20800,41900,216,104000
8/13/22 18:00,87,20900,42600,213,102000
8/13/22 19:00,81,21100,42800,211,99600
8/13/22 20:00,68.2,21500,42800,210,95900
8/13/22 21:00,64.5,20900,41100,210,92300
8/13/22 22:00,62.2,20800,40600,214,88100
8/13/22 23:00,56.7,20800,37200,219,82600
8/14/22 0:00,55.6,20400,33200,221,76600
8/14/22 1:00,54.4,19300,29900,221,72700
8/14/22 2:00,53.1,18700,28900,223,70400
8/14/22 3:00,51,18500,28300,222,68700
8/14/22 4:00,49.9,18000,26700,222,67600
8/14/22 5:00,50.3,17800,25800,222,67700
8/14/22 6:00,48.4,17500,26800,224,68100
8/14/22 7:00,47.8,17800,26100,223,70000
8/14/22 8:00,52.3,18000,25900,222,74100
8/14/22 9:00,56.1,18400,27900,218,78700
8/14/22 10:00,60.8,18900,31800,223,83000
8/14/22 11:00,68.6,19000,32700,223,87100
8/14/22 12:00,70.8,19500,36600,221,90900
8/14/22 13:00,72.9,19600,39600,219,93700
8/14/22 14:00,75.8,20500,42400,217,96700
8/14/22 15:00,79,20800,43500,219,98600
8/14/22 16:00,81.3,20800,43300,218,101000
8/14/22 17:00,85.8,20900,44300,218,102000
8/14/22 18:00,83.7,20900,45300,218,100000
8/14/22 19:00,81.5,21600,46000,220,96900
8/14/22 20:00,83.4,21800,44800,220,93300
8/14/22 21:00,79.3,21900,44000,221,91000
8/14/22 22:00,69.2,21800,42600,223,87400
8/14/22 23:00,63.9,21200,39600,221,82100
8/15/22 0:00,61.8,20100,36500,223,77900
8/15/22 1:00,56.4,19200,33600,224,74300
8/15/22 2:00,51.7,18800,32600,226,72000
8/15/22 3:00,50.4,18700,30300,226,71000
8/15/22 4:00,51.5,18200,30000,227,71800
8/15/22 5:00,59,17700,31500,225,74500
8/15/22 6:00,72.7,17900,32900,225,79700
8/15/22 7:00,70.9,18400,36400,224,84200
8/15/22 8:00,73.7,19200,40100,224,88300
8/15/22 9:00,79,19700,40600,222,91800
8/15/22 10:00,85.2,20400,41500,224,94600
8/15/22 11:00,92.7,21600,43200,222,97700
8/15/22 12:00,99.3,22800,44400,222,101000
8/15/22 13:00,100,22200,45700,219,104000
8/15/22 14:00,102,22600,46700,218,106000
8/15/22 15:00,107,23100,48500,227,109000
8/15/22 16:00,114,23600,50000,231,110000
8/15/22 17:00,125,23800,50200,215,110000
8/15/22 18:00,107,23500,50700,214,108000
8/15/22 19:00,104,23600,50300,212,105000
8/15/22 20:00,103,23800,48200,210,101000
8/15/22 21:00,97.7,23400,47100,210,97400
8/15/22 22:00,79.6,24000,45800,215,91500
8/15/22 23:00,69.1,23000,43400,219,85000
8/16/22 0:00,63.6,21500,39200,220,80800
8/16/22 1:00,57.7,20400,34000,220,76300
8/16/22 2:00,52.9,,,,73600
8/16/22 3:00,50.7,19400,28900,223,72400
8/16/22 4:00,50.9,18500,28400,226,72600
8/16/22 5:00,58.3,18100,29500,224,75100
8/16/22 6:00,68,18600,31100,226,80100
8/16/22 7:00,69.7,19600,33900,225,84800
8/16/22 8:00,71.2,20700,36100,225,88700
8/16/22 9:00,76.8,21400,36900,225,91700
8/16/22 10:00,85.4,21600,39900,224,94900
8/16/22 11:00,90.5,22100,42300,225,98500
8/16/22 12:00,95,22800,43900,285,102000
8/16/22 13:00,98.7,23600,46300,221,105000
8/16/22 14:00,100,23700,47400,221,108000
8/16/22 15:00,110,24100,48500,224,110000
8/16/22 16:00,117,24400,49400,249,112000
8/16/22 17:00,119,25200,49900,273,113000
8/16/22 18:00,106,25300,50600,523,111000
8/16/22 19:00,98.6,25100,49600,562,109000
8/16/22 20:00,100,24900,49800,590,105000
8/16/22 21:00,91.2,24400,48700,727,101000
8/16/22 22:00,78.5,23500,46700,632,94100
8/16/22 23:00,65.5,22300,43100,616,86700
8/17/22 0:00,55.6,21500,38500,601,80600
8/17/22 1:00,54.9,20400,34500,221,76400
8/17/22 2:00,51,19800,33600,225,73800
8/17/22 3:00,50.1,19400,32400,224,72200
8/17/22 4:00,50.5,19000,31000,225,72400
8/17/22 5:00,54.4,18700,31800,226,75100
8/17/22 6:00,63.2,19400,33100,224,79600
8/17/22 7:00,61.8,20300,36400,223,84300
8/17/22 8:00,61.6,20900,38700,222,89000
8/17/22 9:00,66.3,21400,38700,222,92600
8/17/22 10:00,81.8,21900,39900,231,96000
8/17/22 11:00,90.6,22600,44200,224,99900
8/17/22 12:00,98.2,23600,45600,290,103000
8/17/22 13:00,104,23900,48000,301,107000
8/17/22 14:00,108,23900,49400,258,110000
8/17/22 15:00,118,24000,50400,260,112000
8/17/22 16:00,127,24300,52300,274,114000
8/17/22 17:00,133,24400,52700,216,114000
8/17/22 18:00,121,24700,53300,211,112000
8/17/22 19:00,110,24800,52600,209,109000
8/17/22 20:00,106,24300,50800,208,104000
8/17/22 21:00,103,24300,50000,208,100000
8/17/22 22:00,81.3,24000,47700,208,93400
8/17/22 23:00,70.8,22700,44500,213,86200
8/18/22 0:00,62.8,21100,42400,216,80400
8/18/22 1:00,60.3,19700,38200,216,76200
8/18/22 2:00,55.7,18800,36000,219,73600
8/18/22 3:00,53.1,17900,34700,223,71900
8/18/22 4:00,53.9,17100,33700,359,72200
8/18/22 5:00,59.3,17100,32500,392,74600
8/18/22 6:00,71.5,17200,34900,394,78800
8/18/22 7:00,70.1,18100,38400,393,83600
8/18/22 8:00,68,18700,39200,391,88000
8/18/22 9:00,72.5,19100,38500,388,91600
8/18/22 10:00,82.7,20100,39800,226,95700
8/18/22 11:00,93.6,20500,43500,229,100000
8/18/22 12:00,105,21800,47200,271,105000
8/18/22 13:00,111,23200,49800,222,109000
8/18/22 14:00,117,23400,51700,221,113000
8/18/22 15:00,128,23400,52900,222,117000
8/18/22 16:00,155,24200,55800,222,120000
8/18/22 17:00,167,24200,56800,273,121000
8/18/22 18:00,142,25200,57400,250,119000
8/18/22 19:00,125,25300,57400,219,115000
8/18/22 20:00,113,25300,55800,220,110000
8/18/22 21:00,107,25000,53600,221,106000
8/18/22 22:00,90.4,24900,51300,218,98900
8/18/22 23:00,75.5,24000,47700,221,91100
8/19/22 0:00,63.9,21900,43200,223,84500
8/19/22 1:00,60.2,20900,38800,222,79800
8/19/22 2:00,55,19500,36700,226,76200
8/19/22 3:00,53,19300,33300,229,74400
8/19/22 4:00,52.2,19200,31600,230,74300
8/19/22 5:00,54.6,19200,30500,407,76200
8/19/22 6:00,61.8,19200,32000,406,79900
8/19/22 7:00,65.8,19300,35600,405,84800
8/19/22 8:00,70.8,19700,37100,403,90500
8/19/22 9:00,78.5,20300,40300,401,95900
8/19/22 10:00,89.4,20900,43600,223,101000
8/19/22 11:00,98.7,22200,46600,223,107000
8/19/22 12:00,106,23300,50600,225,113000
8/19/22 13:00,117,23200,53300,222,119000
8/19/22 14:00,122,24100,55500,281,123000
8/19/22 15:00,140,23900,58600,307,126000
8/19/22 16:00,161,24700,59700,221,127000
8/19/22 17:00,155,24800,61000,219,128000
8/19/22 18:00,128,25300,59100,217,124000
8/19/22 19:00,114,25300,58600,214,119000
8/19/22 20:00,105,24800,55800,214,112000
8/19/22 21:00,98.6,24100,53500,215,108000
8/19/22 22:00,86.2,24200,51700,219,102000
8/19/22 23:00,76,23100,47800,220,93800
8/20/22 0:00,69.3,21900,43400,221,87300
8/20/22 1:00,69.8,21000,40200,221,82400
8/20/22 2:00,60.9,19800,37500,224,79600
8/20/22 3:00,56.4,19100,36800,223,77500
8/20/22 4:00,55.7,18500,35400,222,76200
8/20/22 5:00,55.3,17600,35300,226,76000
8/20/22 6:00,56,17600,34900,224,76500
8/20/22 7:00,57.2,17900,36100,223,79000
8/20/22 8:00,63.7,18100,36400,224,84900
8/20/22 9:00,70.5,18900,38800,224,90900
8/20/22 10:00,76.4,19700,41400,224,97100
8/20/22 11:00,84.8,20600,45700,222,103000
8/20/22 12:00,88.2,21800,49300,221,108000
8/20/22 13:00,91,21900,51300,221,113000
8/20/22 14:00,94.9,22600,53600,221,116000
8/20/22 15:00,102,23500,55400,218,118000
8/20/22 16:00,113,23900,56900,218,119000
8/20/22 17:00,113,24300,56800,217,119000
8/20/22 18:00,101,24700,57600,219,117000
8/20/22 19:00,95.5,24900,56200,219,112000
8/20/22 20:00,98.6,24800,55000,217,107000
8/20/22 21:00,89.8,24600,53500,218,103000
8/20/22 22:00,76.6,24600,50300,223,97300
8/20/22 23:00,73.3,23500,47100,223,90800
8/21/22 0:00,68,22400,43000,222,85500
8/21/22 1:00,64.4,20600,38600,224,80900
8/21/22 2:00,58.6,19500,36800,227,77600
8/21/22 3:00,55.7,19000,35600,227,75300
8/21/22 4:00,54.1,18600,33500,228,74000
8/21/22 5:00,54,18100,33300,229,73600
8/21/22 6:00,54.8,18100,32900,226,73600
8/21/22 7:00,54.1,18200,33700,226,75500
8/21/22 8:00,61,18300,34000,224,80100
8/21/22 9:00,65.6,18700,35800,225,85700
8/21/22 10:00,71.6,19800,39100,225,91100
8/21/22 11:00,81.7,20600,41800,223,96200
8/21/22 12:00,87,21200,45100,223,101000
8/21/22 13:00,87.3,21000,47300,222,105000
8/21/22 14:00,86.7,21700,47600,221,108000
8/21/22 15:00,91.8,22300,48000,219,109000
8/21/22 16:00,96.9,23100,49800,217,111000
8/21/22 17:00,97.2,23900,50300,216,111000
8/21/22 18:00,93.9,24900,50600,214,110000
8/21/22 19:00,91.3,25000,50700,213,106000
8/21/22 20:00,90.7,25200,50200,214,104000
8/21/22 21:00,87.6,24700,49100,213,99800
8/21/22 22:00,74.7,24000,48300,216,94200
8/21/22 23:00,71.5,22200,46000,218,88200
8/22/22 0:00,66.5,20600,43400,221,83400
8/22/22 1:00,61.2,20000,40400,222,80200
8/22/22 2:00,56.4,19200,38800,224,77700
8/22/22 3:00,54.1,19000,37200,224,76700
8/22/22 4:00,55,18900,36300,225,77300
8/22/22 5:00,60.1,18900,36600,225,80100
8/22/22 6:00,75.2,19300,38800,225,84900
8/22/22 7:00,74.6,20300,42800,224,90500
8/22/22 8:00,74.2,20600,45300,238,96200
8/22/22 9:00,80.4,21400,46700,225,99800
8/22/22 10:00,88.6,21700,48100,239,104000
8/22/22 11:00,94.7,22600,49100,240,108000
8/22/22 12:00,99.7,22400,50100,293,111000
8/22/22 13:00,103,22900,51800,222,113000
8/22/22 14:00,110,24000,53900,217,116000
8/22/22 15:00,117,24800,55600,217,118000
8/22/22 16:00,121,25500,56200,216,120000
8/22/22 17:00,121,25600,57900,233,120000
8/22/22 18:00,108,25900,58900,234,118000
8/22/22 19:00,101,25900,59300,217,115000
8/22/22 20:00,100,25900,57700,216,112000
8/22/22 21:00,90.3,26000,56700,219,107000
8/22/22 22:00,78,25700,52200,220,99900
8/22/22 23:00,70.7,25000,48000,219,92400
8/23/22 0:00,70.6,22900,45100,219,84600
8/23/22 1:00,67.5,20700,41800,220,81200
8/23/22 2:00,57.2,20700,38700,223,78500
8/23/22 3:00,54,19900,37000,224,76800
8/23/22 4:00,53.7,19700,35000,226,76900
8/23/22 5:00,59.8,19700,34700,227,79400
8/23/22 6:00,72.3,19900,36500,228,84200
8/23/22 7:00,73.3,20500,41000,226,88800
8/23/22 8:00,74.9,21000,42600,225,93600
8/23/22 9:00,78.5,21200,43900,224,97700
8/23/22 10:00,91.2,21400,45200,224,103000
8/23/22 11:00,102,22800,47300,222,108000
8/23/22 12:00,115,24500,50300,222,112000
8/23/22 13:00,123,25100,52800,221,117000
8/23/22 14:00,132,25500,55400,219,120000
8/23/22 15:00,143,25700,57500,217,123000
8/23/22 16:00,159,26200,59200,215,125000
8/23/22 17:00,164,26400,62300,215,125000
8/23/22 18:00,147,26700,63800,232,123000
8/23/22 19:00,133,27000,62900,229,119000
8/23/22 20:00,122,26800,59900,231,114000
8/23/22 21:00,107,26800,57400,236,109000
8/23/22 22:00,88.1,26100,54100,220,100000
8/23/22 23:00,77.2,25500,48700,222,92800
8/24/22 0:00,74.9,23700,45200,225,86400
8/24/22 1:00,67.9,21500,41800,225,81700
8/24/22 2:00,60.3,20200,39400,224,78300
8/24/22 3:00,57,19700,36400,226,76700
8/24/22 4:00,56.1,19800,34000,223,76500
8/24/22 5:00,60.8,19800,33900,219,79400
8/24/22 6:00,74.7,20000,35800,227,84600
8/24/22 7:00,75.6,20500,40200,227,89200
8/24/22 8:00,76.9,21200,41600,225,93700
8/24/22 9:00,81.5,21900,43300,220,98100
8/24/22 10:00,93.2,22400,45500,221,104000
8/24/22 11:00,105,23400,47400,219,110000
8/24/22 12:00,119,24500,50300,214,115000
8/24/22 13:00,127,25700,53700,216,120000
8/24/22 14:00,134,26500,55800,214,124000
8/24/22 15:00,151,27000,57600,208,127000
8/24/22 16:00,181,27500,60400,249,129000
8/24/22 17:00,176,27700,64000,224,130000
8/24/22 18:00,151,27900,63400,226,128000
8/24/22 19:00,132,28100,63300,228,123000
8/24/22 20:00,120,27900,61000,231,118000
8/24/22 21:00,107,28000,57500,228,113000
8/24/22 22:00,89.3,27600,54600,207,104000
8/24/22 23:00,82.2,26900,48500,206,96200
8/25/22 0:00,76.1,25200,45000,205,89200
8/25/22 1:00,68.7,22000,42800,207,84300
8/25/22 2:00,63.4,20400,40500,208,80300
8/25/22 3:00,59.6,19600,39600,209,78000
8/25/22 4:00,60.1,19200,36900,211,78200
8/25/22 5:00,65.1,19500,36400,212,79900
8/25/22 6:00,76.2,19700,38800,213,84700
8/25/22 7:00,76.1,20700,41500,215,89900
8/25/22 8:00,75.7,20900,44000,216,95400
8/25/22 9:00,85.9,21500,44200,215,101000
8/25/22 10:00,94.1,22700,46000,214,108000
8/25/22 11:00,107,24400,48600,213,114000
8/25/22 12:00,114,25300,52300,216,119000
8/25/22 13:00,116,25500,55100,274,125000
8/25/22 14:00,122,26300,57200,308,129000
8/25/22 15:00,138,26700,60200,297,132000
8/25/22 16:00,166,27200,62200,293,133000
8/25/22 17:00,156,27300,62600,233,133000
8/25/22 18:00,129,27600,63300,227,128000
8/25/22 19:00,118,27600,62300,202,123000
8/25/22 20:00,119,27500,60800,201,119000
8/25/22 21:00,108,27500,59200,202,113000
8/25/22 22:00,94.6,27100,56500,206,105000
8/25/22 23:00,85.3,26300,51200,207,97400
8/26/22 0:00,78.5,25300,46800,209,91800
8/26/22 1:00,72.5,23700,43800,212,86700
8/26/22 2:00,61.9,21100,42400,214,83000
8/26/22 3:00,58.6,20000,41200,223,80700
8/26/22 4:00,58.3,19700,39100,225,80700
8/26/22 5:00,62.7,19600,38700,224,83000
8/26/22 6:00,76.9,19900,41000,220,86900
8/26/22 7:00,78.6,21100,43700,220,92100
8/26/22 8:00,80.1,21800,45300,220,97800
8/26/22 9:00,89.3,22900,47500,218,103000
8/26/22 10:00,101,23400,49000,220,109000
8/26/22 11:00,112,24400,51800,219,115000
8/26/22 12:00,112,24300,55300,219,120000
8/26/22 13:00,120,24800,57700,313,125000
8/26/22 14:00,123,25200,60400,320,128000
8/26/22 15:00,135,25400,61200,305,130000
8/26/22 16:00,145,25900,63500,215,130000
8/26/22 17:00,131,26200,62700,307,129000
8/26/22 18:00,121,26500,63600,307,125000
8/26/22 19:00,113,26700,62100,218,120000
8/26/22 20:00,112,26400,60500,217,115000
8/26/22 21:00,95.8,26300,56900,217,109000
8/26/22 22:00,83.7,25800,52700,224,103000
8/26/22 23:00,75.2,25500,48900,224,95600
8/27/22 0:00,71,23800,46200,222,89000
8/27/22 1:00,64.9,22200,41300,224,83900
8/27/22 2:00,57.7,20600,38400,226,80300
8/27/22 3:00,54.4,20200,36400,228,78300
8/27/22 4:00,52.4,19400,35600,227,76600
8/27/22 5:00,53,18700,34400,228,76800
8/27/22 6:00,53.6,18700,34200,227,77600
8/27/22 7:00,55.9,18700,34700,226,80300
8/27/22 8:00,60.7,18500,33900,224,85200
8/27/22 9:00,75.2,18600,37900,225,91400
8/27/22 10:00,79.5,19800,41700,222,97400
8/27/22 11:00,90.1,21100,42900,222,103000
8/27/22 12:00,96.7,23100,46400,221,108000
8/27/22 13:00,97.3,24400,48800,222,113000
8/27/22 14:00,105,24800,51400,220,116000
8/27/22 15:00,115,25500,53600,220,119000
8/27/22 16:00,125,26300,56400,218,121000
8/27/22 17:00,128,26700,57800,217,122000
8/27/22 18:00,115,26900,58300,214,119000
8/27/22 19:00,101,26900,58700,211,115000
8/27/22 20:00,96.5,26600,55300,210,111000
8/27/22 21:00,87.7,25700,54300,209,106000
8/27/22 22:00,76.4,24700,50200,213,100000
8/27/22 23:00,69.8,23100,45500,213,93500
8/28/22 0:00,64.5,22100,41500,215,87000
8/28/22 1:00,60,20600,38100,216,82100
8/28/22 2:00,56.9,19200,37500,219,78900
8/28/22 3:00,55.1,18500,35400,217,76700
8/28/22 4:00,52.8,18200,32900,217,74900
8/28/22 5:00,52.3,18000,31500,219,74800
8/28/22 6:00,52.8,18200,31300,218,75000
8/28/22 7:00,52.4,18300,31300,217,77300
8/28/22 8:00,57.4,18600,30700,215,82900
8/28/22 9:00,66.8,19000,33400,218,89500
8/28/22 10:00,75,19200,38100,219,96700
8/28/22 11:00,87.1,19900,43500,218,104000
8/28/22 12:00,99.2,23100,46600,219,111000
8/28/22 13:00,103,24000,50800,217,117000
8/28/22 14:00,110,25300,54900,217,121000
8/28/22 15:00,113,26200,58500,216,125000
8/28/22 16:00,133,26900,58400,216,128000
8/28/22 17:00,144,27300,61400,214,128000
8/28/22 18:00,133,27400,62500,522,127000
8/28/22 19:00,121,27600,62500,488,122000
8/28/22 20:00,116,27200,61400,421,119000
8/28/22 21:00,96.8,27300,60600,229,114000
8/28/22 22:00,83.8,26700,56000,219,107000
8/28/22 23:00,77.7,25400,51300,221,99400
8/29/22 0:00,65.9,25100,46600,222,93900
8/29/22 1:00,58.7,23100,43800,222,88100
8/29/22 2:00,52.4,22300,41300,224,86000
8/29/22 3:00,50.4,21200,38500,225,84200
8/29/22 4:00,51.8,20600,38500,224,84000
8/29/22 5:00,56.4,20500,38900,223,87200
8/29/22 6:00,67.8,21500,40900,223,92100
8/29/22 7:00,78.1,23300,45100,224,98300
8/29/22 8:00,89.3,23700,48600,225,105000
8/29/22 9:00,103,25000,51900,225,113000
8/29/22 10:00,117,25800,55200,224,119000
8/29/22 11:00,126,26200,57500,225,126000
8/29/22 12:00,133,27000,61400,230,131000
8/29/22 13:00,151,27600,64400,233,137000
8/29/22 14:00,155,28100,67500,254,139000
8/29/22 15:00,188,27800,67000,518,138000
8/29/22 16:00,200,28300,69600,560,139000
8/29/22 17:00,200,28400,69400,580,137000
8/29/22 18:00,159,28500,69200,2040,134000
8/29/22 19:00,151,28100,68900,1980,130000
8/29/22 20:00,140,27900,66700,1350,125000
8/29/22 21:00,124,27300,63800,937,118000
8/29/22 22:00,108,26400,60000,413,110000
8/29/22 23:00,87.7,26300,54100,217,101000
8/30/22 0:00,75.5,25700,48100,219,94700
8/30/22 1:00,70.7,24100,45700,219,89600
8/30/22 2:00,67.6,23000,44800,219,86000
8/30/22 3:00,61.4,22100,42200,223,84100
8/30/22 4:00,62.1,21000,42100,224,83800
8/30/22 5:00,66.8,20800,41300,251,86700
8/30/22 6:00,75.9,21500,43300,285,92200
8/30/22 7:00,81.5,23200,46800,283,97400
8/30/22 8:00,92.4,24300,48600,320,103000
8/30/22 9:00,99.6,24600,48800,372,108000
8/30/22 10:00,105,24500,50600,327,114000
8/30/22 11:00,110,25200,52100,396,119000
8/30/22 12:00,109,25700,56000,423,124000
8/30/22 13:00,115,25600,58300,468,128000
8/30/22 14:00,120,26100,59100,507,130000
8/30/22 15:00,120,25700,60300,455,131000
8/30/22 16:00,126,25900,61300,273,131000
8/30/22 17:00,123,26300,61000,290,130000
8/30/22 18:00,123,26400,60500,307,126000
8/30/22 19:00,117,26500,60300,404,121000
8/30/22 20:00,115,26300,58500,369,117000
8/30/22 21:00,101,26400,56900,270,111000
8/30/22 22:00,86.3,25900,53100,219,104000
8/30/22 23:00,80.4,24400,47700,221,94400
8/31/22 0:00,71.8,22300,45600,220,88000
8/31/22 1:00,69.1,20800,43300,343,83200
8/31/22 2:00,62.1,20000,40300,347,79800
8/31/22 3:00,59.1,19400,39000,322,78400
8/31/22 4:00,57.7,19200,37300,345,78300
8/31/22 5:00,61.8,18700,37100,357,81200
8/31/22 6:00,71.9,18700,39700,343,85800
8/31/22 7:00,74.8,19800,42900,425,89600
8/31/22 8:00,77.5,21600,44200,419,94100
8/31/22 9:00,84.5,21800,45100,524,97900
8/31/22 10:00,88.8,22400,46500,558,102000
8/31/22 11:00,96.4,22900,47800,558,107000
8/31/22 12:00,97.5,23600,50400,540,111000
8/31/22 13:00,103,24100,52300,530,115000
8/31/22 14:00,113,24500,53800,513,117000
8/31/22 15:00,119,25000,56000,576,120000
8/31/22 16:00,127,25100,57500,676,121000
8/31/22 17:00,132,25500,60300,622,122000
8/31/22 18:00,122,25700,61300,673,120000
8/31/22 19:00,116,26000,60900,660,116000
8/31/22 20:00,107,25900,59800,454,112000
8/31/22 21:00,99.5,25700,56600,365,106000
8/31/22 22:00,83.1,25600,51600,340,98900
8/31/22 23:00,74.3,23900,46800,339,90600
9/1/22 0:00,62.9,21700,42800,380,84100
9/1/22 1:00,59.1,19400,39500,220,79500
9/1/22 2:00,55.5,18500,37100,222,76000
9/1/22 3:00,53.4,18300,34500,223,74300
9/1/22 4:00,54,18100,33000,225,74100
9/1/22 5:00,58.4,17900,33400,224,77000
9/1/22 6:00,71.6,18200,35500,225,83000
9/1/22 7:00,72.1,19300,39400,223,86400
9/1/22 8:00,74.2,20900,41600,223,90800
9/1/22 9:00,77.8,21300,43100,223,95700
9/1/22 10:00,87.3,22400,45800,226,101000
9/1/22 11:00,102,23100,47600,282,107000
9/1/22 12:00,110,23600,51100,280,112000
9/1/22 13:00,114,24200,54200,222,116000
9/1/22 14:00,121,24700,57400,264,120000
9/1/22 15:00,137,24800,58300,232,124000
9/1/22 16:00,154,24800,58300,232,126000
9/1/22 17:00,156,25300,64500,219,127000
9/1/22 18:00,132,26000,64900,220,125000
9/1/22 19:00,120,26200,64100,220,120000
9/1/22 20:00,117,26100,61900,221,116000
9/1/22 21:00,104,25300,58300,223,110000
9/1/22 22:00,86.7,24800,54300,226,103000
9/1/22 23:00,76.3,24200,49000,226,94200
9/2/22 0:00,67.3,22800,46000,224,85200
9/2/22 1:00,62.3,20500,41100,226,80300
9/2/22 2:00,54.2,19800,38400,228,77100
9/2/22 3:00,51.1,18000,36300,229,75100
9/2/22 4:00,50.7,17500,34700,230,75000
9/2/22 5:00,54.6,17500,34400,229,77300
9/2/22 6:00,63.2,17700,36600,228,82100
9/2/22 7:00,64.9,18600,40300,226,85900
9/2/22 8:00,68.5,19600,41500,226,90600
9/2/22 9:00,79.3,20000,41900,225,95500
9/2/22 10:00,94.3,20900,44200,223,101000
9/2/22 11:00,101,22000,46100,223,106000
9/2/22 12:00,116,22100,48200,223,111000
9/2/22 13:00,123,22700,49700,219,115000
9/2/22 14:00,133,23400,52800,221,119000
9/2/22 15:00,150,23800,55700,219,122000
9/2/22 16:00,158,24200,57500,307,124000
9/2/22 17:00,156,24500,59300,331,124000
9/2/22 18:00,136,25000,61500,338,121000
9/2/22 19:00,121,24900,60100,336,116000
9/2/22 20:00,117,24400,56800,336,111000
9/2/22 21:00,107,24000,55400,337,105000
9/2/22 22:00,97.2,23800,51900,217,98200
9/2/22 23:00,82.6,22900,48300,221,90900
9/3/22 0:00,75.8,21400,44500,220,84900
9/3/22 1:00,74,19400,40800,220,80400
9/3/22 2:00,70.3,16700,39800,222,77200
9/3/22 3:00,63.2,15400,37700,223,75100
9/3/22 4:00,60.8,14800,35600,225,74200
9/3/22 5:00,63.5,14500,35100,224,74600
9/3/22 6:00,66.8,14600,35300,226,75800
9/3/22 7:00,68.9,14600,36500,224,78200
9/3/22 8:00,73.8,15000,36300,223,83000
9/3/22 9:00,79.9,15200,38600,223,89000
9/3/22 10:00,97.2,15600,42600,222,95100
9/3/22 11:00,111,17500,44900,221,101000
9/3/22 12:00,110,18200,47900,222,105000
9/3/22 13:00,122,18800,50100,220,108000
9/3/22 14:00,123,19300,52200,220,111000
9/3/22 15:00,136,19500,55300,220,114000
9/3/22 16:00,151,19600,56400,219,116000
9/3/22 17:00,144,19800,56800,218,116000
9/3/22 18:00,120,19900,57600,218,113000
