time,chicago_hub_lmp_dam,coal_gen_rt,gas_gen_rt,oil_gen_rt,system_demand_7da
1/1/22 0:00,21.6,14600,25700,230,
1/1/22 1:00,19,14200,24300,227,
1/1/22 2:00,18.6,14000,24100,227,
1/1/22 3:00,18.7,14000,23100,227,
1/1/22 4:00,17.8,14000,22500,226,
1/1/22 5:00,17.8,14300,21400,226,
1/1/22 6:00,17.8,14500,21800,225,
1/1/22 7:00,18.3,14800,22300,224,
1/1/22 8:00,20.5,15400,23500,237,
1/1/22 9:00,22.6,15600,23600,228,
1/1/22 10:00,26.6,16000,26500,230,
1/1/22 11:00,26.7,16500,28300,233,
1/1/22 12:00,26.4,17100,29100,230,
1/1/22 13:00,26,17500,28400,226,
1/1/22 14:00,25.4,17500,27800,226,
1/1/22 15:00,24.1,17500,27900,224,
1/1/22 16:00,26,17600,28600,224,
1/1/22 17:00,29.2,17800,30300,222,
1/1/22 18:00,28.3,17800,31100,220,
1/1/22 19:00,26.4,17400,29700,222,
1/1/22 20:00,26.2,17400,29400,222,
1/1/22 21:00,26.2,17300,29400,220,
1/1/22 22:00,23.6,16800,27200,223,
1/1/22 23:00,20.8,16500,24800,222,
1/2/22 0:00,22.4,16300,23500,223,
1/2/22 1:00,21.8,16500,22900,223,
1/2/22 2:00,21.6,16500,22800,227,
1/2/22 3:00,21.7,16400,22500,224,
1/2/22 4:00,21.4,16200,24000,225,
1/2/22 5:00,21.7,16400,23600,224,
1/2/22 6:00,22.5,16600,25200,227,
1/2/22 7:00,23.1,17000,25700,226,
1/2/22 8:00,25.3,17800,28100,226,
1/2/22 9:00,28.6,18100,28600,223,
1/2/22 10:00,28.8,18200,29800,227,
1/2/22 11:00,29.1,18700,32400,224,
1/2/22 12:00,28.4,19400,33300,225,
1/2/22 13:00,28.4,20400,33800,224,
1/2/22 14:00,28.2,20000,34500,225,
1/2/22 15:00,28.3,19800,35000,224,
1/2/22 16:00,32.1,19300,36300,227,
1/2/22 17:00,41.2,20600,39000,226,
1/2/22 18:00,40.6,21200,39700,227,
1/2/22 19:00,40.4,21300,39700,226,
1/2/22 20:00,40.9,21200,39200,228,
1/2/22 21:00,40.3,20200,38100,228,
1/2/22 22:00,38.5,19400,37100,240,
1/2/22 23:00,30.7,18100,35100,236,
1/3/22 0:00,30,17600,34300,285,
1/3/22 1:00,29.6,17400,33800,444,
1/3/22 2:00,29.3,17500,32700,514,
1/3/22 3:00,29.5,17600,32400,659,
1/3/22 4:00,30.7,17800,33700,858,
1/3/22 5:00,35.1,18300,37400,851,
1/3/22 6:00,44.3,19400,41000,897,
1/3/22 7:00,51.8,20600,44400,1050,
1/3/22 8:00,49.5,22300,45700,1070,
1/3/22 9:00,48,23100,47000,1070,
1/3/22 10:00,47.3,23100,46800,1070,
1/3/22 11:00,47.4,24600,46300,1110,
1/3/22 12:00,42.8,25200,45300,1260,
1/3/22 13:00,40.6,24700,45700,1280,
1/3/22 14:00,37,23300,45400,1250,
1/3/22 15:00,36.2,22500,44600,1030,
1/3/22 16:00,44,22200,44800,1000,
1/3/22 17:00,59.9,22500,48500,1030,
1/3/22 18:00,49.7,23200,48800,947,
1/3/22 19:00,45.7,23800,48100,952,
1/3/22 20:00,39.6,24100,46900,1000,
1/3/22 21:00,38.1,24400,45500,1060,
1/3/22 22:00,33.8,23300,42100,1270,
1/3/22 23:00,28,21400,41100,1320,
1/4/22 0:00,35.6,21100,39600,220,
1/4/22 1:00,34.6,21100,39600,223,
1/4/22 2:00,33.9,20800,39800,225,
1/4/22 3:00,31.5,21600,40500,226,
1/4/22 4:00,34.4,22600,40800,226,
1/4/22 5:00,33.2,22800,41900,225,
1/4/22 6:00,41.8,22600,45800,224,111000
1/4/22 7:00,64.2,23500,48100,223,115000
1/4/22 8:00,46.4,24800,48600,224,114000
1/4/22 9:00,36.9,24200,46600,226,111000
1/4/22 10:00,41.3,23900,43900,233,107000
1/4/22 11:00,38.9,23900,41400,225,103000
1/4/22 12:00,36.6,23400,39800,223,101000
1/4/22 13:00,36.4,23900,39000,222,98800
1/4/22 14:00,35.5,22900,37500,221,98300
1/4/22 15:00,34.1,22600,38000,217,98300
1/4/22 16:00,31.3,22900,39900,216,102000
1/4/22 17:00,38.7,24500,43100,218,108000
1/4/22 18:00,37.7,26000,44800,219,111000
1/4/22 19:00,37,26400,44300,221,111000
1/4/22 20:00,34.2,26300,42600,220,109000
1/4/22 21:00,32.8,25100,42200,264,106000
1/4/22 22:00,30.1,24200,39200,296,101000
1/4/22 23:00,28.7,22600,35100,385,95900
1/5/22 0:00,20.9,22000,33600,226,92500
1/5/22 1:00,16.4,21600,30900,231,90400
1/5/22 2:00,13.6,21200,31000,234,89800
1/5/22 3:00,10.3,21700,31600,228,90500
1/5/22 4:00,11.7,22300,31700,230,92200
1/5/22 5:00,12.3,22700,33500,230,96100
1/5/22 6:00,22.3,23500,35300,229,102000
1/5/22 7:00,25,24800,37300,226,106000
1/5/22 8:00,21.6,25100,39100,227,107000
1/5/22 9:00,21.5,26500,39300,278,106000
1/5/22 10:00,32.2,26700,39100,277,105000
1/5/22 11:00,30.7,25000,38100,259,103000
1/5/22 12:00,30.9,24900,37900,225,102000
1/5/22 13:00,30.9,25100,37900,222,102000
1/5/22 14:00,31.7,24300,36800,221,101000
1/5/22 15:00,31.3,23500,37200,215,101000
1/5/22 16:00,31,23100,37300,213,104000
1/5/22 17:00,39.3,23900,39800,237,108000
1/5/22 18:00,38.4,24700,41100,227,108000
1/5/22 19:00,35.2,24900,40400,232,107000
1/5/22 20:00,33.3,23800,39600,224,105000
1/5/22 21:00,33.1,23400,38000,216,102000
1/5/22 22:00,31.6,22600,36400,219,97600
1/5/22 23:00,28.9,21700,34700,226,92500
1/6/22 0:00,29,21300,34600,222,91000
1/6/22 1:00,26.6,20900,34000,224,88800
1/6/22 2:00,26,20900,34200,224,88400
1/6/22 3:00,26.2,21100,34300,219,88600
1/6/22 4:00,27.8,21700,35700,223,90700
1/6/22 5:00,30.1,22300,38400,226,94900
1/6/22 6:00,40.3,23600,41200,257,102000
1/6/22 7:00,46.7,25300,43600,252,107000
1/6/22 8:00,46,27000,45000,208,108000
1/6/22 9:00,43.3,26400,44800,179,108000
1/6/22 10:00,48.5,26800,42500,179,107000
1/6/22 11:00,46.5,27000,40300,178,106000
1/6/22 12:00,44.7,27100,39600,181,104000
1/6/22 13:00,42.8,27300,38500,185,102000
1/6/22 14:00,43.1,27800,39200,217,101000
1/6/22 15:00,42.8,28100,39500,219,102000
1/6/22 16:00,48.9,28300,41500,219,106000
1/6/22 17:00,63.7,27500,44500,240,112000
1/6/22 18:00,60.7,28600,44200,238,114000
1/6/22 19:00,57,29200,42500,242,113000
1/6/22 20:00,54.6,29700,42400,252,111000
1/6/22 21:00,50.4,29100,41400,234,107000
1/6/22 22:00,45.6,28300,40400,228,102000
1/6/22 23:00,42.3,27300,37800,220,97700
1/7/22 0:00,43.6,26700,37400,427,94900
1/7/22 1:00,42.9,27100,37000,452,93300
1/7/22 2:00,42.6,27900,36700,432,93100
1/7/22 3:00,37.4,28000,37600,463,93800
1/7/22 4:00,40,28500,39400,465,96400
1/7/22 5:00,44.9,29000,41900,467,101000
1/7/22 6:00,56.7,28900,43600,484,108000
1/7/22 7:00,82.1,30200,47100,567,113000
1/7/22 8:00,69.2,30700,48800,568,114000
1/7/22 9:00,59.5,31100,48000,578,113000
1/7/22 10:00,88.8,31400,43500,629,113000
1/7/22 11:00,79.8,32000,42000,364,111000
1/7/22 12:00,66.7,32200,41300,322,110000
1/7/22 13:00,61.7,32000,40200,298,110000
1/7/22 14:00,53.8,30500,39800,414,110000
1/7/22 15:00,54.7,31100,39300,415,109000
1/7/22 16:00,64.9,31900,39500,449,112000
1/7/22 17:00,81.4,32600,43800,689,118000
1/7/22 18:00,82,33100,44900,607,119000
1/7/22 19:00,74.2,33600,43500,546,119000
1/7/22 20:00,63.4,33500,42200,460,117000
1/7/22 21:00,50.2,33500,40700,423,114000
1/7/22 22:00,46.5,32200,38900,381,111000
1/7/22 23:00,49.9,31900,37700,364,107000
1/8/22 0:00,45.2,31100,34800,329,103000
1/8/22 1:00,40.1,29800,34400,451,102000
1/8/22 2:00,37.9,29200,33900,454,102000
1/8/22 3:00,32.3,29500,34300,238,102000
1/8/22 4:00,31.7,29100,34400,241,103000
1/8/22 5:00,31.8,29600,35500,240,105000
1/8/22 6:00,33.6,30200,37200,239,108000
1/8/22 7:00,39.8,30100,37200,221,111000
1/8/22 8:00,40,31000,37500,188,113000
1/8/22 9:00,34.8,30600,36700,188,112000
1/8/22 10:00,43.2,28900,35700,293,109000
1/8/22 11:00,35.9,29600,33800,290,105000
1/8/22 12:00,33.7,29700,33000,225,102000
1/8/22 13:00,32.2,27800,32400,220,100000
1/8/22 14:00,31.5,27500,31300,220,98500
1/8/22 15:00,31.6,27500,31600,222,98500
1/8/22 16:00,32.9,28600,33200,248,101000
1/8/22 17:00,42.8,30000,34900,271,106000
1/8/22 18:00,42.6,29900,36000,272,108000
1/8/22 19:00,34,30100,35200,271,108000
1/8/22 20:00,32.1,29900,34400,274,107000
1/8/22 21:00,33.3,29400,34000,274,104000
1/8/22 22:00,30.5,28700,33400,276,101000
1/8/22 23:00,30.3,27400,31700,277,97000
1/9/22 0:00,26.8,26500,30100,273,93300
1/9/22 1:00,23.1,25600,28500,260,90700
1/9/22 2:00,22,26000,28900,267,89000
1/9/22 3:00,21.2,24600,28400,298,88800
1/9/22 4:00,21,24600,27400,319,88900
1/9/22 5:00,18.2,24300,27600,297,89400
1/9/22 6:00,16.4,24100,27400,321,90900
1/9/22 7:00,18,24400,27300,373,92800
1/9/22 8:00,19.3,24500,27500,423,95500
1/9/22 9:00,22.2,24900,28500,475,96300
1/9/22 10:00,25.8,25200,29800,598,95900
1/9/22 11:00,25.9,27100,30500,457,95200
1/9/22 12:00,25,27600,31000,345,94600
1/9/22 13:00,29.3,27800,31100,454,94900
1/9/22 14:00,29.3,27700,30800,451,95300
1/9/22 15:00,30,27600,30800,436,95800
1/9/22 16:00,32.8,27800,31200,315,98200
1/9/22 17:00,43,29700,33300,325,102000
1/9/22 18:00,44.1,31400,33400,317,102000
1/9/22 19:00,40.3,31400,32800,313,101000
1/9/22 20:00,37.7,30500,32400,312,99600
1/9/22 21:00,37.2,30000,32400,315,96800
1/9/22 22:00,36.4,28300,31800,319,93600
1/9/22 23:00,33.7,27200,30300,316,89700
1/10/22 0:00,29.8,26300,29400,225,87800
1/10/22 1:00,29.7,25900,29700,228,86600
1/10/22 2:00,28,25800,30100,227,86800
1/10/22 3:00,30,26200,30500,227,88100
1/10/22 4:00,31.4,26700,32100,230,91200
1/10/22 5:00,32.9,28400,35100,247,96000
1/10/22 6:00,42.9,31400,38100,252,104000
1/10/22 7:00,54.3,33800,40800,254,110000
1/10/22 8:00,53.4,33900,42200,275,113000
1/10/22 9:00,47.3,33700,41100,410,113000
1/10/22 10:00,48.5,33900,39300,226,110000
1/10/22 11:00,46.8,33800,37300,290,108000
1/10/22 12:00,44.2,32600,36900,226,107000
1/10/22 13:00,42.4,31200,35700,223,105000
1/10/22 14:00,39.2,30300,35400,224,105000
1/10/22 15:00,37.3,30500,35500,221,105000
1/10/22 16:00,39.6,31400,36200,347,108000
1/10/22 17:00,62.9,32800,39000,649,114000
1/10/22 18:00,65.1,34400,40500,773,118000
1/10/22 19:00,60.7,35100,39800,869,118000
1/10/22 20:00,61,34600,38900,644,116000
1/10/22 21:00,59,35300,39400,266,112000
1/10/22 22:00,55.3,35900,37700,268,108000
1/10/22 23:00,47.6,34400,35600,257,105000
1/11/22 0:00,45.2,33600,35500,331,102000
1/11/22 1:00,44.7,34100,35300,404,101000
1/11/22 2:00,42,34600,34900,425,101000
1/11/22 3:00,42.4,35100,36300,435,102000
1/11/22 4:00,41.8,34900,36900,440,104000
1/11/22 5:00,45.9,35600,39800,437,110000
1/11/22 6:00,51.3,36100,43100,435,117000
1/11/22 7:00,74,37200,44900,524,123000
1/11/22 8:00,51.8,37800,45400,570,123000
1/11/22 9:00,45.1,37100,41200,538,121000
1/11/22 10:00,70.5,37300,39400,227,117000
1/11/22 11:00,41.6,36000,35900,357,114000
1/11/22 12:00,34.6,34500,34500,404,111000
1/11/22 13:00,34.4,33600,33400,403,110000
1/11/22 14:00,32,33000,33300,364,109000
1/11/22 15:00,28.8,32800,32400,302,110000
1/11/22 16:00,32.3,33100,35300,409,115000
1/11/22 17:00,47.5,33900,38700,857,118000
1/11/22 18:00,43.4,34500,37900,2380,121000
1/11/22 19:00,42,34200,37100,1540,122000
1/11/22 20:00,32.3,34300,37300,894,119000
1/11/22 21:00,29.3,34500,37100,741,116000
1/11/22 22:00,34.1,34700,33700,712,111000
1/11/22 23:00,26.6,34000,31500,443,107000
1/12/22 0:00,26.1,32700,30700,245,103000
1/12/22 1:00,22.9,31300,30400,227,102000
1/12/22 2:00,22.7,30900,30500,228,100000
1/12/22 3:00,25.2,31100,30500,232,101000
1/12/22 4:00,27.5,31700,31000,235,103000
1/12/22 5:00,31.7,31300,33900,230,107000
1/12/22 6:00,35.9,31700,37200,227,113000
1/12/22 7:00,58.5,32900,39800,222,118000
1/12/22 8:00,44.8,33600,39800,228,117000
1/12/22 9:00,42.7,34100,37600,236,113000
1/12/22 10:00,41.9,32900,36900,228,109000
1/12/22 11:00,39.4,31200,36400,262,105000
1/12/22 12:00,38,31000,37200,229,102000
1/12/22 13:00,37.9,30500,36800,229,100000
1/12/22 14:00,37.3,30000,37300,225,99100
1/12/22 15:00,37.7,30100,36200,429,99300
1/12/22 16:00,39.7,28900,37400,602,103000
1/12/22 17:00,48.8,30000,39400,705,108000
1/12/22 18:00,44.9,30000,40500,763,110000
1/12/22 19:00,42.2,29300,40600,758,108000
1/12/22 20:00,39.3,29800,40500,656,105000
1/12/22 21:00,38.5,28900,39100,416,102000
1/12/22 22:00,36.1,27800,37300,359,97800
1/12/22 23:00,34.5,26900,35100,349,92800
1/13/22 0:00,33.9,25900,34600,227,90800
1/13/22 1:00,31.7,25500,35400,236,89300
1/13/22 2:00,30.4,25900,36200,242,88100
1/13/22 3:00,31.2,25500,36000,239,88700
1/13/22 4:00,31.7,25600,36200,256,90600
1/13/22 5:00,32.1,26900,37000,272,95100
1/13/22 6:00,40.2,28400,40100,278,102000
1/13/22 7:00,54.1,30800,42900,279,107000
1/13/22 8:00,51.7,30400,42800,281,107000
1/13/22 9:00,46.1,29900,40800,262,105000
1/13/22 10:00,46,29000,39500,258,103000
1/13/22 11:00,43.8,27900,38900,225,101000
1/13/22 12:00,42.4,28000,38300,223,97900
1/13/22 13:00,41.2,28500,37400,220,95800
1/13/22 14:00,40.5,27700,37600,219,94900
1/13/22 15:00,41.4,27200,37500,216,95600
1/13/22 16:00,42.8,27200,38000,228,99500
1/13/22 17:00,54.6,28300,40000,237,104000
1/13/22 18:00,52.8,29000,40800,242,105000
1/13/22 19:00,49.8,29000,40800,244,104000
1/13/22 20:00,47.2,29100,40100,248,102000
1/13/22 21:00,45.8,28100,39100,244,98700
1/13/22 22:00,42.1,26300,36700,239,93800
1/13/22 23:00,39,25200,35300,225,89800
1/14/22 0:00,41.2,24400,32600,228,86800
1/14/22 1:00,39.6,24100,32100,239,85300
1/14/22 2:00,37.4,23900,31900,240,84200
1/14/22 3:00,37.7,24100,32400,237,84800
1/14/22 4:00,37.5,24600,32900,244,86500
1/14/22 5:00,38.8,25000,33700,261,90900
1/14/22 6:00,44.4,26200,37000,261,97400
1/14/22 7:00,53,28600,39500,273,103000
1/14/22 8:00,51.5,29100,39300,270,104000
1/14/22 9:00,44.1,28500,39000,228,102000
1/14/22 10:00,57,30100,35200,222,101000
1/14/22 11:00,55.7,30000,33000,226,99400
1/14/22 12:00,53.2,29500,31600,223,97900
1/14/22 13:00,48.2,29400,31700,221,97900
1/14/22 14:00,46.9,29100,31400,220,97800
1/14/22 15:00,47.8,28200,31000,213,98300
1/14/22 16:00,50.4,28600,32700,215,101000
1/14/22 17:00,55.7,29900,34600,234,107000
1/14/22 18:00,54.6,30300,35400,255,108000
1/14/22 19:00,51.7,30500,35400,256,106000
1/14/22 20:00,45.8,30000,34400,259,104000
1/14/22 21:00,47.1,29100,34100,249,102000
1/14/22 22:00,41.1,27800,33000,236,99200
1/14/22 23:00,35.1,25800,32000,234,95800
1/15/22 0:00,30,24100,30400,303,93400
1/15/22 1:00,28.1,24300,30600,239,92000
1/15/22 2:00,28,24800,30500,246,91700
1/15/22 3:00,28.2,25500,30600,250,92400
1/15/22 4:00,28.4,25900,31000,253,94100
1/15/22 5:00,28.4,26600,33100,267,96600
1/15/22 6:00,30.5,26900,34400,279,100000
1/15/22 7:00,32.6,28400,36900,282,104000
1/15/22 8:00,33.4,28900,38000,283,107000
1/15/22 9:00,33.9,29300,38300,267,107000
1/15/22 10:00,37.5,30300,36900,252,106000
1/15/22 11:00,36.4,30700,35300,235,105000
1/15/22 12:00,56.3,30900,35200,228,104000
1/15/22 13:00,52.9,31000,35000,222,104000
1/15/22 14:00,52,30300,34600,227,103000
1/15/22 15:00,54.2,30900,35500,255,103000
1/15/22 16:00,59.4,30700,36200,266,106000
1/15/22 17:00,69.9,30800,38500,269,112000
1/15/22 18:00,69.2,32200,39900,269,113000
1/15/22 19:00,66.8,32700,39000,271,113000
1/15/22 20:00,65.3,31700,39300,340,112000
1/15/22 21:00,60.9,32100,38200,467,109000
1/15/22 22:00,58.2,32100,37200,496,107000
1/15/22 23:00,54.9,32700,35800,496,104000
1/16/22 0:00,51.9,32100,34100,494,102000
1/16/22 1:00,49.5,32000,32200,618,101000
1/16/22 2:00,44.5,30600,31300,622,100000
1/16/22 3:00,47.9,31000,31800,625,100000
1/16/22 4:00,34.1,30100,32800,834,101000
1/16/22 5:00,33.9,29600,34100,841,102000
1/16/22 6:00,33.4,29200,35200,765,105000
1/16/22 7:00,37.3,31000,37200,716,109000
1/16/22 8:00,39.1,31500,38000,1290,110000
1/16/22 9:00,37.7,32700,38100,1330,110000
1/16/22 10:00,36.1,32800,37500,1170,109000
1/16/22 11:00,33.8,32800,36600,1090,107000
1/16/22 12:00,32.4,32700,35300,861,107000
1/16/22 13:00,45.7,32800,36300,857,106000
1/16/22 14:00,43.5,32600,36000,905,108000
1/16/22 15:00,43.5,32800,36300,1280,108000
1/16/22 16:00,49.9,33000,36300,1550,111000
1/16/22 17:00,61.1,33700,38400,2090,115000
1/16/22 18:00,56.7,32600,38600,2120,115000
1/16/22 19:00,52.1,32100,38000,1850,112000
1/16/22 20:00,48.7,31500,36800,1380,109000
1/16/22 21:00,48.1,31700,35800,819,104000
1/16/22 22:00,44.8,30900,33000,349,99500
1/16/22 23:00,36.9,29800,30800,230,94800
1/17/22 0:00,33.4,28100,29800,230,89700
1/17/22 1:00,31.1,27400,29300,231,91100
1/17/22 2:00,26.7,26700,29200,230,90300
1/17/22 3:00,29.1,25700,29000,226,90700
1/17/22 4:00,31.6,25500,29900,228,92500
1/17/22 5:00,31.8,26700,31100,229,96300
1/17/22 6:00,32.7,27500,32300,229,103000
1/17/22 7:00,37.8,28300,34300,227,108000
1/17/22 8:00,38.8,29500,35400,227,108000
1/17/22 9:00,40.4,29400,35500,225,107000
1/17/22 10:00,43.7,29600,35400,232,106000
1/17/22 11:00,43.2,31500,36700,229,106000
1/17/22 12:00,40.4,32300,35900,224,107000
1/17/22 13:00,38.4,32900,37000,223,107000
1/17/22 14:00,37.4,32800,36300,236,107000
1/17/22 15:00,39.7,32900,36500,227,108000
1/17/22 16:00,43.5,32500,36200,240,110000
1/17/22 17:00,57,32800,37900,256,115000
1/17/22 18:00,59.3,34100,38800,268,116000
1/17/22 19:00,56.8,33000,36600,268,114000
1/17/22 20:00,55.2,32800,36600,270,111000
1/17/22 21:00,55.3,32500,35000,271,107000
1/17/22 22:00,53.7,31300,33300,256,102000
1/17/22 23:00,51.3,30700,32800,256,98200
1/18/22 0:00,49.3,29600,32200,259,94400
1/18/22 1:00,50,28500,32500,261,93600
1/18/22 2:00,50.9,28700,32300,263,92900
1/18/22 3:00,50.5,28700,33000,258,93200
1/18/22 4:00,47.3,29000,32900,279,95500
1/18/22 5:00,49.8,30000,34100,281,99700
1/18/22 6:00,56.4,30700,36400,281,106000
1/18/22 7:00,61,32400,39300,278,111000
1/18/22 8:00,52.6,32500,38100,280,111000
1/18/22 9:00,50.7,32000,36700,239,109000
1/18/22 10:00,49.4,31900,35600,238,107000
1/18/22 11:00,44.7,31100,34400,232,105000
1/18/22 12:00,41.3,29900,33600,227,105000
1/18/22 13:00,32.1,28500,33300,225,104000
1/18/22 14:00,31.1,27500,32700,224,103000
1/18/22 15:00,30.2,26900,32600,223,103000
1/18/22 16:00,29.9,27200,33100,222,105000
1/18/22 17:00,41.1,29100,36100,255,109000
1/18/22 18:00,40.2,31800,36600,227,112000
1/18/22 19:00,37.7,32000,36300,252,112000
1/18/22 20:00,32.6,31600,35900,248,110000
1/18/22 21:00,30.1,30900,34400,254,107000
1/18/22 22:00,29.2,29300,32300,253,103000
1/18/22 23:00,28.9,28200,31100,250,98700
1/19/22 0:00,28.9,27500,30000,253,95300
1/19/22 1:00,25.5,26900,30000,259,92700
1/19/22 2:00,25.4,26100,30300,266,93200
1/19/22 3:00,28.4,26500,30400,265,94100
1/19/22 4:00,29.7,27200,30300,270,95700
1/19/22 5:00,29.6,28200,31900,263,99800
1/19/22 6:00,34.4,29000,34300,275,106000
1/19/22 7:00,43.6,30700,37500,279,111000
1/19/22 8:00,49.6,31300,36900,266,111000
1/19/22 9:00,48.4,31000,35500,245,108000
1/19/22 10:00,40.2,28800,33700,257,105000
1/19/22 11:00,39.8,28200,33700,284,103000
1/19/22 12:00,37.9,27200,32600,270,101000
1/19/22 13:00,34.9,27100,32100,269,99100
1/19/22 14:00,34.6,27000,31700,221,97800
1/19/22 15:00,34.1,26300,32400,220,97000
1/19/22 16:00,36.1,26000,34100,220,101000
1/19/22 17:00,48.1,27600,37200,221,106000
1/19/22 18:00,50.9,28700,38400,220,107000
1/19/22 19:00,42.7,28400,37500,220,105000
1/19/22 20:00,40.9,27500,36700,220,103000
1/19/22 21:00,38.3,26100,36000,220,99700
1/19/22 22:00,35.5,24900,33900,220,95500
1/19/22 23:00,32.4,23600,32400,221,91100
1/20/22 0:00,29.1,23200,31800,222,89300
1/20/22 1:00,29.7,22800,31900,225,87800
1/20/22 2:00,29.2,22800,31600,227,86600
1/20/22 3:00,30.2,23200,31100,231,87300
1/20/22 4:00,30.2,23800,32600,230,89500
1/20/22 5:00,33.1,24700,33700,231,94000
1/20/22 6:00,43.3,27000,38000,228,101000
1/20/22 7:00,60.1,29600,41600,242,106000
1/20/22 8:00,58.1,31300,42500,244,108000
1/20/22 9:00,55.8,31300,43000,235,110000
1/20/22 10:00,72.1,32900,42000,231,110000
1/20/22 11:00,69.5,33600,40100,230,110000
1/20/22 12:00,68.9,33500,39300,230,110000
1/20/22 13:00,68.3,33800,38900,231,110000
1/20/22 14:00,67.7,33500,39100,231,109000
1/20/22 15:00,69.3,33500,38900,255,109000
1/20/22 16:00,72.5,34100,40200,249,112000
1/20/22 17:00,92.2,34200,42100,252,118000
1/20/22 18:00,95.4,35400,44200,269,119000
1/20/22 19:00,91.2,35100,44500,260,118000
1/20/22 20:00,87,35000,45000,263,117000
1/20/22 21:00,85.3,34300,43500,255,113000
1/20/22 22:00,83.2,33400,42600,256,110000
1/20/22 23:00,77.5,33200,40600,252,105000
1/21/22 0:00,54.9,34200,39200,416,104000
1/21/22 1:00,53.8,34400,37400,296,103000
1/21/22 2:00,52.4,34300,37500,340,102000
1/21/22 3:00,53.8,35600,37200,385,103000
1/21/22 4:00,56.3,36600,37800,414,106000
1/21/22 5:00,63.2,37000,40400,436,110000
1/21/22 6:00,82.1,37300,44200,570,117000
1/21/22 7:00,93.9,38100,46600,1000,122000
1/21/22 8:00,92.8,38500,47900,1660,124000
1/21/22 9:00,81.3,38700,46700,1570,123000
1/21/22 10:00,80,38900,44400,1910,121000
1/21/22 11:00,56.4,38500,41200,1580,118000
1/21/22 12:00,53.3,37800,39500,1570,117000
1/21/22 13:00,51.7,36300,39800,1270,114000
1/21/22 14:00,50.1,37600,39000,729,113000
1/21/22 15:00,51.3,37200,39200,820,113000
1/21/22 16:00,51.1,36700,39300,777,117000
1/21/22 17:00,55.7,37400,41700,1930,123000
1/21/22 18:00,58.1,37700,42500,2910,125000
1/21/22 19:00,52.3,37400,43100,2320,122000
1/21/22 20:00,46,38100,41100,1290,120000
1/21/22 21:00,40.2,38000,40200,1180,117000
1/21/22 22:00,38.2,37400,38000,411,114000
1/21/22 23:00,33.7,36200,37600,469,110000
1/22/22 0:00,54.9,36400,37100,229,108000
1/22/22 1:00,43.7,36000,34400,231,107000
1/22/22 2:00,41.8,35800,34800,229,108000
1/22/22 3:00,41.1,35600,34300,228,108000
1/22/22 4:00,40.5,35700,36100,228,109000
1/22/22 5:00,41.1,35400,35800,412,111000
1/22/22 6:00,44.3,35300,37100,1810,115000
1/22/22 7:00,53.9,35300,37700,2630,118000
1/22/22 8:00,55.7,35300,38900,2410,119000
1/22/22 9:00,53.3,35100,38500,1670,117000
1/22/22 10:00,52.8,35000,36700,1210,114000
1/22/22 11:00,43.5,35100,35200,311,111000
1/22/22 12:00,39.1,31900,32700,222,107000
1/22/22 13:00,37.1,29600,32800,225,104000
1/22/22 14:00,34.9,28200,33000,223,102000
1/22/22 15:00,35.1,27200,33300,221,103000
1/22/22 16:00,42.7,28700,34800,214,105000
1/22/22 17:00,52.6,31000,37600,218,111000
1/22/22 18:00,53.9,33500,39500,223,114000
1/22/22 19:00,51,34400,38900,225,114000
1/22/22 20:00,49.6,33700,38200,228,112000
1/22/22 21:00,36.2,33600,37500,231,110000
1/22/22 22:00,35.7,33100,35900,234,107000
1/22/22 23:00,34.5,33300,34800,235,104000
1/23/22 0:00,42.3,33300,32700,235,102000
1/23/22 1:00,38.4,32800,32100,235,99900
1/23/22 2:00,37.2,32900,32300,232,99100
1/23/22 3:00,36.3,33000,32200,231,99100
1/23/22 4:00,39.7,32800,31400,231,99800
1/23/22 5:00,38.5,32900,31300,231,101000
1/23/22 6:00,40,32000,31500,344,103000
1/23/22 7:00,39.4,31800,32900,340,106000
1/23/22 8:00,40.3,31700,33200,228,108000
1/23/22 9:00,40.6,31200,33000,228,106000
1/23/22 10:00,46,29300,31600,226,103000
1/23/22 11:00,43.4,29000,31900,226,101000
1/23/22 12:00,41.7,29400,32000,222,99100
1/23/22 13:00,42,29000,32400,259,98200
1/23/22 14:00,40.6,28800,32100,222,97800
1/23/22 15:00,42,29500,32400,220,99000
1/23/22 16:00,48.6,30100,33500,310,102000
1/23/22 17:00,66.8,32500,34600,412,108000
1/23/22 18:00,69.4,35200,35600,393,111000
1/23/22 19:00,58.9,35200,35800,712,109000
1/23/22 20:00,56.9,34700,35800,562,108000
1/23/22 21:00,37.5,34500,34200,246,105000
1/23/22 22:00,36.7,32800,33800,240,102000
1/23/22 23:00,36.3,32200,33600,229,98000
1/24/22 0:00,36.3,30300,31900,228,96900
1/24/22 1:00,31.2,28700,30600,231,93900
1/24/22 2:00,27.9,27800,31800,237,93800
1/24/22 3:00,26.5,28000,31900,244,94600
1/24/22 4:00,27.2,28700,32000,258,97300
1/24/22 5:00,28.7,30100,33800,262,102000
1/24/22 6:00,38.6,31300,36800,262,108000
1/24/22 7:00,43.1,35000,38500,224,114000
1/24/22 8:00,41,35700,38000,218,116000
1/24/22 9:00,40.3,32800,36300,217,115000
1/24/22 10:00,49.1,32100,36100,214,113000
1/24/22 11:00,46.2,31500,34900,213,110000
1/24/22 12:00,44.4,31600,34500,215,106000
1/24/22 13:00,40.8,30500,34500,215,105000
